KO	FunkFam	CS	Pathway	Description	KODescription	KOCount	FunkFamCount
K02630	5_83305	Low	map01100	Metabolic pathways	pecC; phycoerythrocyanin-associated rod linker protein	309	360
K02634	5_83305	High	map00195	Photosynthesis	petA; apocytochrome f	402	360
K02634	5_83305	High	map01100	Metabolic pathways	petA; apocytochrome f	402	360
K02689	5_83305	Low	map00195	Photosynthesis	psaA; photosystem I P700 chlorophyll a apoprotein A1	380	360
K02689	5_83305	Low	map01100	Metabolic pathways	psaA; photosystem I P700 chlorophyll a apoprotein A1	380	360
K02691	5_83305	High	map00195	Photosynthesis	psaC; photosystem I subunit VII	390	360
K02691	5_83305	High	map01100	Metabolic pathways	psaC; photosystem I subunit VII	390	360
K02692	5_83305	High	map00195	Photosynthesis	psaD; photosystem I subunit II	401	360
K02692	5_83305	High	map01100	Metabolic pathways	psaD; photosystem I subunit II	401	360
K02693	5_83305	Low	map00195	Photosynthesis	psaE; photosystem I subunit IV	390	360
K02693	5_83305	Low	map01100	Metabolic pathways	psaE; photosystem I subunit IV	390	360
K02694	5_83305	High	map00195	Photosynthesis	psaF; photosystem I subunit III	391	360
K02694	5_83305	High	map01100	Metabolic pathways	psaF; photosystem I subunit III	391	360
K02698	5_83305	Low	map00195	Photosynthesis	psaK; photosystem I subunit X	402	360
K02704	5_83305	High	map00195	Photosynthesis	psbB; photosystem II CP47 chlorophyll apoprotein	399	360
K02704	5_83305	High	map01100	Metabolic pathways	psbB; photosystem II CP47 chlorophyll apoprotein	399	360
K02705	5_83305	Low	map00195	Photosynthesis	psbC; photosystem II CP43 chlorophyll apoprotein	384	360
K02705	5_83305	Low	map01100	Metabolic pathways	psbC; photosystem II CP43 chlorophyll apoprotein	384	360
K02707	5_83305	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	360
K02707	5_83305	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	360
K02708	5_83305	High	map00195	Photosynthesis	psbF; photosystem II cytochrome b559 subunit beta	361	360
K02708	5_83305	High	map01100	Metabolic pathways	psbF; photosystem II cytochrome b559 subunit beta	361	360
K02709	5_83305	Low	map00195	Photosynthesis	psbH; photosystem II PsbH protein	389	360
K02716	5_83305	High	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	360
K02722	5_83305	Low	map00195	Photosynthesis	psbX; photosystem II PsbX protein	325	360
K05382	5_83305	Low	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	360
K05382	5_83305	Low	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	360
K05585	5_83305	Low	map00190	Oxidative phosphorylation	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	360
K05585	5_83305	Low	map01100	Metabolic pathways	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	360
K08903	5_83305	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	360
K13585	5_84404	Low	map04112	Cell cycle - Caulobacter	hfaA; holdfast attachment protein HfaA	121	144
K13591	5_84404	High	map04112	Cell cycle - Caulobacter	popA; two-component system, cell cycle response regulator PopA	143	144
K01458	5_84630	Low	map00340	Histidine metabolism	hutG; N-formylglutamate deformylase [EC:3.5.1.68]	4997	388
K01458	5_84630	Low	map00630	Glyoxylate and dicarboxylate metabolism	hutG; N-formylglutamate deformylase [EC:3.5.1.68]	4997	388
K01458	5_84630	Low	map01100	Metabolic pathways	hutG; N-formylglutamate deformylase [EC:3.5.1.68]	4997	388
K02793	5_84630	Low	map00051	Fructose and mannose metabolism	PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]	6067	388
K02793	5_84630	Low	map00520	Amino sugar and nucleotide sugar metabolism	PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]	6067	388
K02793	5_84630	Low	map01100	Metabolic pathways	PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]	6067	388
K02793	5_84630	Low	map02060	Phosphotransferase system (PTS)	PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]	6067	388
K03205	5_84630	Low	map03070	Bacterial secretion system	virD4, lvhD4; type IV secretion system protein VirD4 [EC:7.4.2.8]	5455	388
K09882	5_84630	Low	map00860	Porphyrin and chlorophyll metabolism	cobS; cobaltochelatase CobS [EC:6.6.1.2]	3685	388
K09882	5_84630	Low	map01100	Metabolic pathways	cobS; cobaltochelatase CobS [EC:6.6.1.2]	3685	388
K13581	5_84630	Low	map04112	Cell cycle - Caulobacter	ccrM; modification methylase [EC:2.1.1.72]	4959	388
K13584	5_84630	Low	map02020	Two-component system	ctrA; two-component system, cell cycle response regulator CtrA	4037	388
K13584	5_84630	Low	map04112	Cell cycle - Caulobacter	ctrA; two-component system, cell cycle response regulator CtrA	4037	388
K13587	5_84630	Low	map02020	Two-component system	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	5194	388
K13587	5_84630	Low	map04112	Cell cycle - Caulobacter	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	5194	388
K14981	5_84630	Low	map02020	Two-component system	chvI; two-component system, OmpR family, response regulator ChvI	4384	388
K18649	5_84630	Low	map00053	Ascorbate and aldarate metabolism	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K18649	5_84630	Low	map00340	Histidine metabolism	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K18649	5_84630	Low	map00562	Inositol phosphate metabolism	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K18649	5_84630	Low	map01100	Metabolic pathways	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K18649	5_84630	Low	map01110	Biosynthesis of secondary metabolites	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K18649	5_84630	Low	map01130	Biosynthesis of antibiotics	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K18649	5_84630	Low	map01230	Biosynthesis of amino acids	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K18649	5_84630	Low	map04070	Phosphatidylinositol signaling system	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	388
K02092	5_86279	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	271
K02092	5_86279	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	271
K02093	5_86279	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	271
K02093	5_86279	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	271
K02095	5_86279	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	271
K02095	5_86279	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	271
K02096	5_86279	High	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	271
K02096	5_86279	High	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	271
K02097	5_86279	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	271
K02097	5_86279	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	271
K02290	5_86279	High	map00196	Photosynthesis - antenna proteins	cpcG; phycobilisome rod-core linker protein	332	271
K02290	5_86279	High	map01100	Metabolic pathways	cpcG; phycobilisome rod-core linker protein	332	271
K02720	5_86279	Low	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	271
K08903	5_86279	Low	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	271
K00114	5_87361	Low	map00010	Glycolysis / Gluconeogenesis	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3338	779
K00114	5_87361	Low	map00625	Chloroalkane and chloroalkene degradation	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3338	779
K00114	5_87361	Low	map01100	Metabolic pathways	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3338	779
K00114	5_87361	Low	map01110	Biosynthesis of secondary metabolites	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3338	779
K00114	5_87361	Low	map01120	Microbial metabolism in diverse environments	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3338	779
K00114	5_87361	Low	map01130	Biosynthesis of antibiotics	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3338	779
K14028	5_87361	High	map00010	Glycolysis / Gluconeogenesis	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K14028	5_87361	High	map00625	Chloroalkane and chloroalkene degradation	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K14028	5_87361	High	map00680	Methane metabolism	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K14028	5_87361	High	map01100	Metabolic pathways	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K14028	5_87361	High	map01110	Biosynthesis of secondary metabolites	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K14028	5_87361	High	map01120	Microbial metabolism in diverse environments	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K14028	5_87361	High	map01130	Biosynthesis of antibiotics	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K14028	5_87361	High	map01200	Carbon metabolism	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	1033	779
K16254	5_87361	High	map00680	Methane metabolism	mxaJ; mxaJ protein	947	779
K16254	5_87361	High	map01120	Microbial metabolism in diverse environments	mxaJ; mxaJ protein	947	779
K12541	5_87423	Low	map02010	ABC transporters	lapB; ATP-binding cassette, subfamily C, bacterial LapB	4020	1146
K02092	5_88540	Low	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	298
K02092	5_88540	Low	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	298
K02095	5_88540	Low	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	298
K02095	5_88540	Low	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	298
K02707	5_88540	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	298
K02707	5_88540	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	298
K08902	5_88540	Low	map00195	Photosynthesis	psb27; photosystem II Psb27 protein	395	298
K08903	5_88540	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	298
K02092	5_88565	Low	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	264
K02092	5_88565	Low	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	264
K02093	5_88565	Low	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	264
K02093	5_88565	Low	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	264
K02097	5_88565	Low	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	264
K02097	5_88565	Low	map01100	Metabolic pathways	apcF; phycobilisome core component	334	264
K02629	5_89477	Low	map00196	Photosynthesis - antenna proteins	pecB; phycoerythrocyanin beta chain	321	138
K02629	5_89477	Low	map01100	Metabolic pathways	pecB; phycoerythrocyanin beta chain	321	138
K02093	5_92587	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	146
K02093	5_92587	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	146
K02097	5_92587	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	146
K02097	5_92587	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	146
K02720	5_92587	Low	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	146
K11522	5_92587	Low	map02020	Two-component system	pixG; two-component system, chemotaxis family, response regulator PixG	239	146
K11522	5_93881	High	map02020	Two-component system	pixG; two-component system, chemotaxis family, response regulator PixG	239	269
K11524	5_93881	High	map02020	Two-component system	pixI; positive phototaxis protein PixI	209	269
K11525	5_93881	High	map02020	Two-component system	pixJ; methyl-accepting chemotaxis protein PixJ	213	269
K11526	5_93881	High	map02020	Two-component system	pixL; two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL	217	269
K06989	5_99926	Low	map00760	Nicotinate and nicotinamide metabolism	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]	2287	629
K06989	5_99926	Low	map01100	Metabolic pathways	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]	2287	629
K06281	6_110286	Low	map00633	Nitrotoluene degradation	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]	3568	200
K06281	6_110286	Low	map01120	Microbial metabolism in diverse environments	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]	3568	200
K06281	6_110286	Low	map02020	Two-component system	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]	3568	200
K06282	6_110286	Low	map00633	Nitrotoluene degradation	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	3563	200
K06282	6_110286	Low	map01120	Microbial metabolism in diverse environments	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	3563	200
K06282	6_110286	Low	map02020	Two-component system	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	3563	200
K00657	6_122308	Low	map00330	Arginine and proline metabolism	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]	13330	1463
K00657	6_122308	Low	map01100	Metabolic pathways	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]	13330	1463
K00657	6_122308	Low	map04216	Ferroptosis	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]	13330	1463
K00253	6_12413	Low	map00280	Valine, leucine and isoleucine degradation	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	9515	987
K00253	6_12413	Low	map01100	Metabolic pathways	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	9515	987
K03379	6_12413	Low	map00930	Caprolactam degradation	chnB; cyclohexanone monooxygenase [EC:1.14.13.22]	5467	987
K03379	6_12413	Low	map01120	Microbial metabolism in diverse environments	chnB; cyclohexanone monooxygenase [EC:1.14.13.22]	5467	987
K03379	6_12413	Low	map01220	Degradation of aromatic compounds	chnB; cyclohexanone monooxygenase [EC:1.14.13.22]	5467	987
K04118	6_12413	Low	map00362	Benzoate degradation	E1.3.1.62; pimeloyl-CoA dehydrogenase [EC:1.3.1.62]	5408	987
K04118	6_12413	Low	map01100	Metabolic pathways	E1.3.1.62; pimeloyl-CoA dehydrogenase [EC:1.3.1.62]	5408	987
K04118	6_12413	Low	map01120	Microbial metabolism in diverse environments	E1.3.1.62; pimeloyl-CoA dehydrogenase [EC:1.3.1.62]	5408	987
K06446	6_12413	Low	map00930	Caprolactam degradation	DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]	8818	987
K06446	6_12413	Low	map01100	Metabolic pathways	DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]	8818	987
K06446	6_12413	Low	map01120	Microbial metabolism in diverse environments	DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]	8818	987
K11731	6_12413	Low	map00281	Geraniol degradation	atuD; citronellyl-CoA dehydrogenase [EC:1.3.99.-]	6610	987
K15981	6_12413	Low	map00984	Steroid degradation	CYP125A; cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.29]	5804	987
K15981	6_12413	Low	map01120	Microbial metabolism in diverse environments	CYP125A; cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.29]	5804	987
K14267	6_13831	Low	map00300	Lysine biosynthesis	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1760
K14267	6_13831	Low	map01100	Metabolic pathways	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1760
K14267	6_13831	Low	map01120	Microbial metabolism in diverse environments	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1760
K14267	6_13831	Low	map01230	Biosynthesis of amino acids	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1760
K00367	6_140306	Low	map00910	Nitrogen metabolism	narB; ferredoxin-nitrate reductase [EC:1.7.7.2]	1914	573
K00367	6_140306	Low	map01100	Metabolic pathways	narB; ferredoxin-nitrate reductase [EC:1.7.7.2]	1914	573
K00367	6_140306	Low	map01120	Microbial metabolism in diverse environments	narB; ferredoxin-nitrate reductase [EC:1.7.7.2]	1914	573
K00372	6_140306	Low	map00910	Nitrogen metabolism	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	7408	573
K00372	6_140306	Low	map01100	Metabolic pathways	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	7408	573
K00372	6_140306	Low	map01120	Microbial metabolism in diverse environments	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	7408	573
K02567	6_140306	Low	map00910	Nitrogen metabolism	napA; periplasmic nitrate reductase NapA [EC:1.7.99.-]	3121	573
K02567	6_140306	Low	map01100	Metabolic pathways	napA; periplasmic nitrate reductase NapA [EC:1.7.99.-]	3121	573
K02567	6_140306	Low	map01120	Microbial metabolism in diverse environments	napA; periplasmic nitrate reductase NapA [EC:1.7.99.-]	3121	573
K20489	6_157953	High	map02020	Two-component system	nisI; lantibiotic immunity protein	110	86
K20489	6_157953	High	map02024	Quorum sensing	nisI; lantibiotic immunity protein	110	86
K17285	6_16574	Low	map00920	Sulfur metabolism	SELENBP1; methanethiol oxidase [EC:1.8.3.4]	1241	798
K17285	6_16574	Low	map01100	Metabolic pathways	SELENBP1; methanethiol oxidase [EC:1.8.3.4]	1241	798
